headline,date,link,compound_score,sentiment
HDFC Bank : deploys Mobile ATM in Bengaluru,2021-05-25 03:30:00,/quote/stock/HDFC-BANK-LIMITED-105516154/news/HDFC-Bank-deploys-Mobile-ATM-in-Bengaluru-33609253/,0.0,Neutral
HDFC Bank : deploys Mobile ATM in Jammu,2021-05-25 03:30:00,/quote/stock/HDFC-BANK-LIMITED-105516154/news/HDFC-Bank-deploys-Mobile-ATM-in-Jammu-33609238/,0.0,Neutral
"Indian shares close higher as financials gain, COVID-19 cases fall",2021-05-24 04:14:13,/news/latest/Indian-shares-close-higher-as-financials-gain-COVID-19-cases-fall-33334982/,0.6808,Positive
"Panacea Biotec : Indian shares close higher as financials gain, COVID-19 cases fall",2021-05-24 04:11:46,/quote/stock/PANACEA-BIOTEC-LIMITED-6497939/news/Panacea-Biotec-Indian-shares-close-higher-as-financials-gain-COVID-19-cases-fall-33337054/,0.6808,Positive
HDFC Bank Limited - Shareholder/Analyst Call,2021-05-24 03:30:00,/quote/stock/HDFC-BANK-LIMITED-105516154/news/Transcript-HDFC-Bank-Limited-Shareholder-Analyst-Call-37778668/,-0.2263,Negative
Four Seasons Education Cayman : Asian ADRs Move Lower in Friday Trading,2021-05-21 08:11:00,/quote/stock/FOUR-SEASONS-EDUCATION-CA-38588384/news/Four-Seasons-Education-Cayman-Asian-ADRs-Move-Lower-in-Friday-Trading-33322292/,-0.296,Negative
"ABB India Limited Approves Dividend for the Year Ended December 31, 2020",2021-05-21 05:50:00,/quote/stock/ABB-INDIA-LIMITED-46728570/news/ABB-India-Limited-Approves-Dividend-for-the-Year-Ended-December-31-2020-33378903/,0.2023,Positive
SENSEX 30 : Indian Stocks Break Two-Day Losing Streak on Friday; State Bank of India Rallies 5%,2021-05-21 04:31:08,/quote/index/SENSEX-BSE30-7426/news/SENSEX-30-Indian-Stocks-Break-Two-Day-Losing-Streak-on-Friday-State-Bank-of-India-Rallies-5-33319942/,-0.3818,Negative
"Indian shares end higher on financials boost, drop in daily virus cases",2021-05-21 04:06:33,/news/latest/Indian-shares-end-higher-on-financials-boost-drop-in-daily-virus-cases-33316970/,0.4215,Positive
"Hindustan Petroleum : Indian shares end higher on financials boost, drop in daily virus cases",2021-05-21 04:04:10,/quote/stock/HINDUSTAN-PETROLEUM-CORPO-9058827/news/Hindustan-Petroleum-Indian-shares-end-higher-on-financials-boost-drop-in-daily-virus-cases-33319731/,0.4215,Positive
CFM ARC Reportedly Places Bid for JBF Industries,2021-05-21 10:37:00,/quote/stock/JBF-INDUSTRIES-LIMITED-6498564/news/CFM-ARC-Reportedly-Places-Bid-for-JBF-Industries-33379340/,0.0,Neutral
Gravity : Asian ADRs Move Higher in Thursday Trading,2021-05-20 08:11:03,/quote/stock/GRAVITY-CO-LTD-22161726/news/Gravity-Asian-ADRs-Move-Higher-in-Thursday-Trading-33313273/,0.0,Neutral
"Indian shares settle lower as metals, private lenders drag",2021-05-20 04:41:04,/news/latest/Indian-shares-settle-lower-as-metals-private-lenders-drag-33306525/,-0.2263,Negative
"ICICI Bank : Indian shares settle lower as metals, private lenders drag",2021-05-20 03:59:47,/quote/stock/ICICI-BANK-LIMITED-23672738/news/ICICI-Bank-Indian-shares-settle-lower-as-metals-private-lenders-drag-33309761/,-0.2263,Negative
Indian shares end lower as private sector lenders drag,2021-05-19 04:18:45,/news/latest/Indian-shares-end-lower-as-private-sector-lenders-drag-33295877/,-0.2263,Negative
Indian Oil : shares end lower as private sector lenders drag,2021-05-19 04:15:41,/quote/stock/INDIAN-OIL-CORPORATION-LI-9743425/news/Indian-Oil-shares-end-lower-as-private-sector-lenders-drag-33299010/,-0.2263,Negative
"Canara Bank, Q4 2021 Earnings Call, May 19, 2021",2021-05-19 11:30:00,/quote/stock/CANARA-BANK-6495315/news/Transcript-Canara-Bank-Q4-2021-Earnings-Call-May-19-2021-37779285/,0.0,Neutral
"Indian Oil : shares pause rally as some banks, Reliance fall after run-up",2021-05-19 11:15:29,/quote/stock/INDIAN-OIL-CORPORATION-LI-9743425/news/Indian-Oil-shares-pause-rally-as-some-banks-Reliance-fall-after-run-up-33296168/,0.296,Positive
IQIYI : Asian ADRs Climb Higher in Tuesday Trading,2021-05-18 08:03:01,/quote/stock/IQIYI-INC-42529120/news/iQIYI-Asian-ADRs-Climb-Higher-in-Tuesday-Trading-33291201/,0.0,Neutral
"Hindustan Copper : India's Nifty hits 2-month high as COVID-19 cases stay below 300,000 mark",2021-05-18 10:50:52,/quote/stock/HINDUSTAN-COPPER-LIMITED-46729209/news/Hindustan-Copper-India-s-Nifty-hits-2-month-high-as-COVID-19-cases-stay-below-300-000-mark-33284808/,0.4019,Positive
Pintec Technology : Asian ADRs Move Lower in Monday Trading,2021-05-17 08:12:03,/quote/stock/PINTEC-TECHNOLOGY-HOLDING-46790838/news/Pintec-Technology-Asian-ADRs-Move-Lower-in-Monday-Trading-33279612/,-0.296,Negative
Bharti Airtel : Indian shares rise with financials in lead as COVID-19 cases fall,2021-05-17 03:37:29,/quote/stock/BHARTI-AIRTEL-LIMITED-6494412/news/Bharti-Airtel-Indian-shares-rise-with-financials-in-lead-as-COVID-19-cases-fall-33276462/,0.296,Positive
Bharti Airtel : Indian shares rise with financials in lead as COVID-19 cases fall,2021-05-17 11:01:42,/quote/stock/BHARTI-AIRTEL-LIMITED-6494412/news/Bharti-Airtel-Indian-shares-rise-with-financials-in-lead-as-COVID-19-cases-fall-33274789/,0.296,Positive
The9 : Asian ADRs Climb in Friday Trading,2021-05-14 08:14:02,/quote/stock/THE9-LIMITED-43354312/news/The9-Asian-ADRs-Climb-in-Friday-Trading-33261241/,0.0,Neutral
SENSEX 30 : India's Consumer Inflation Eases to Three-Month Low in April on Weak Food Prices,2021-05-13 02:32:03,/quote/index/SENSEX-BSE30-7426/news/SENSEX-30-India-s-Consumer-Inflation-Eases-to-Three-Month-Low-in-April-on-Weak-Food-Prices-33247523/,-0.4019,Negative
INSTANT VIEW 3-India's April inflation rose 4.29% year-on-year - govt,2021-05-12 06:00:40,/news/latest/INSTANT-VIEW-3-India-s-April-inflation-rose-4-29-year-on-year-govt-33238058/,0.0,Neutral
Indian shares end four-day rally on inflation worries,2021-05-11 03:58:16,/news/latest/Indian-shares-end-four-day-rally-on-inflation-worries-33218448/,-0.1531,Negative
Indian Oil : shares end four-day rally on inflation worries,2021-05-11 03:55:23,/quote/stock/INDIAN-OIL-CORPORATION-LI-9743425/news/Indian-Oil-shares-end-four-day-rally-on-inflation-worries-33221942/,-0.1531,Negative
JSW Steel : Indian shares set to snap four-day rally as metals lose lustre,2021-05-11 10:25:02,/quote/stock/JSW-STEEL-LIMITED-46728626/news/JSW-Steel-Indian-shares-set-to-snap-four-day-rally-as-metals-lose-lustre-33218576/,-0.128,Negative
CSC Grameen Estore Private Limited announced that it has received funding from HDFC Bank Limited,2021-05-11 03:30:00,/quote/stock/HDFC-BANK-LIMITED-105516154/news/CSC-Grameen-Estore-Private-Limited-announced-that-it-has-received-funding-from-HDFC-Bank-Limited-33674305/,-0.4215,Negative
HDFC BANK : and CSC launch chatbot ‘EVA’ on Digital Seva Portal,2021-05-10 01:21:52,/quote/stock/HDFC-BANK-LIMITED-105516154/news/HDFC-BANK-and-CSC-launch-chatbot-EVA-on-Digital-Seva-Portal-33208074/,0.0,Neutral
HDFC Bank : Housing Development Finance to Trim Stake in Subsidiary,2021-05-10 10:47:02,/quote/stock/HDFC-BANK-LIMITED-105516154/news/HDFC-Bank-Housing-Development-Finance-to-Trim-Stake-in-Subsidiary-33206737/,0.0,Neutral
"DCB Bank Limited, Q4 2021 Earnings Call, May 08, 2021",2021-05-08 06:00:00,/quote/stock/DCB-BANK-LIMITED-9059622/news/Transcript-DCB-Bank-Limited-Q4-2021-Earnings-Call-May-08-2021-37781718/,-0.2263,Negative
"CSB Bank Limited, Q4 2021 Earnings Call, May 08, 2021",2021-05-08 04:00:00,/quote/stock/CSB-BANK-LIMITED-103499789/news/Transcript-CSB-Bank-Limited-Q4-2021-Earnings-Call-May-08-2021-37781720/,-0.2263,Negative
Gravity : Asian ADRs Move Higher in Friday Trading,2021-05-07 08:19:01,/quote/stock/GRAVITY-CO-LTD-22161726/news/Gravity-Asian-ADRs-Move-Higher-in-Friday-Trading-33195994/,0.0,Neutral
HDFC Bank : Indian shares rise ahead of central bank address,2021-05-05 09:27:35,/quote/stock/HDFC-BANK-LIMITED-105516154/news/HDFC-Bank-Indian-shares-rise-ahead-of-central-bank-address-33162358/,0.296,Positive
Adani Ports & Special Economic Zone : Indian shares tumble as domestic COVID-19 cases shoot past 20 million,2021-05-04 04:14:59,/quote/stock/ADANI-PORTS-SPECIAL-ECONO-9059803/news/Adani-Ports-Special-Economic-Zone-Indian-shares-tumble-as-domestic-COVID-19-cases-shoot-past-20-33147178/,0.3612,Positive
Indian shares struggle in choppy trade as coronavirus cases cross 20 mln,2021-05-04 11:07:42,/news/latest/Indian-shares-struggle-in-choppy-trade-as-coronavirus-cases-cross-20-mln-33147579/,-0.0258,Neutral
"Reliance Industries : Indian shares weighed down by Reliance, virus worries",2021-05-03 11:02:15,/quote/stock/RELIANCE-INDUSTRIES-LTD-9058833/news/Reliance-Industries-Indian-shares-weighed-down-by-Reliance-virus-worries-33137331/,-0.1531,Negative
HDFC Bank : unveils 'Project Future – Ready' for next growth phase,2021-05-01 12:29:03,/quote/stock/HDFC-BANK-LIMITED-105516154/news/HDFC-Bank-unveils-Project-Future-Ready-for-next-growth-phase-33126725/,0.6249,Positive
Tarena International : Asian ADRs Move Lower in Friday Trading,2021-04-30 08:10:03,/quote/stock/TCTM-KIDS-IT-EDUCATION-IN-16253053/news/Tarena-International-Asian-ADRs-Move-Lower-in-Friday-Trading-33122181/,-0.296,Negative
SENSEX 30 : Indian Stocks Snap Four-Day Winning Streak; Divi's Laboratories Soars Nearly 5%,2021-04-30 04:21:01,/quote/index/SENSEX-BSE30-7426/news/SENSEX-30-Indian-Stocks-Snap-Four-Day-Winning-Streak-Divi-s-Laboratories-Soars-Nearly-5-33118746/,0.5267,Positive
"Buoyant India growth outlook trimmed, more downgrades seen likely",2021-04-30 04:17:37,/news/latest/Buoyant-India-growth-outlook-trimmed-more-downgrades-seen-likely-33118452/,0.5423,Positive
HDFC Bank : India's credit growth may dip further after touching record low,2021-04-30 03:54:36,/quote/stock/HDFC-BANK-LIMITED-105516154/news/HDFC-Bank-India-s-credit-growth-may-dip-further-after-touching-record-low-33117515/,0.4767,Positive
"Housing Development Finance : Asian stocks fall on China's PMI, antitrust push; Philippine stocks slump",2021-04-30 12:48:41,/quote/stock/HOUSING-DEVELOPMENT-FINAN-46728573/news/Housing-Development-Finance-Asian-stocks-fall-on-China-s-PMI-antitrust-push-Philippine-stocks-sl-33115675/,0.0,Neutral
"IndusInd Bank : Indian shares set to snap 4-day winning streak, Reliance earnings awaited",2021-04-30 11:12:44,/quote/stock/INDUSLND-BANK-LIMITED-6496792/news/IndusInd-Bank-Indian-shares-set-to-snap-4-day-winning-streak-Reliance-earnings-awaited-33114776/,0.6705,Positive
"Tencent : Asian stocks fall on China's PMI, antitrust push",2021-04-30 11:03:28,/quote/stock/TENCENT-HOLDINGS-LIMITED-3045861/news/Tencent-Asian-stocks-fall-on-China-s-PMI-antitrust-push-33114719/,0.0,Neutral
HDFC Bank : Names Part-Time Chairperson,2021-04-30 09:21:01,/quote/stock/HDFC-BANK-LIMITED-105516154/news/HDFC-Bank-Names-Part-Time-Chairperson-33114266/,0.0,Neutral
Uxin : Asian ADRs Move Lower in Thursday Trading,2021-04-29 08:09:03,/quote/stock/UXIN-LIMITED-44403618/news/Uxin-Asian-ADRs-Move-Lower-in-Thursday-Trading-33110987/,-0.296,Negative
Uxin : Asian ADRs Move Higher in Wednesday Trading,2021-04-28 08:09:04,/quote/stock/UXIN-LIMITED-44403618/news/Uxin-Asian-ADRs-Move-Higher-in-Wednesday-Trading-33095965/,0.0,Neutral
Bajaj Finance : Indian shares mark best day in a month on earnings cheer,2021-04-28 04:17:33,/quote/stock/BAJAJ-FINANCE-LIMITED-46728580/news/Bajaj-Finance-Indian-shares-mark-best-day-in-a-month-on-earnings-cheer-33087589/,0.8658,Positive
TVS Motor : Indian shares mark best day in a month on earnings cheer,2021-04-28 04:07:28,/quote/stock/TVS-MOTOR-COMPANY-LIMITED-6495911/news/TVS-Motor-Indian-shares-mark-best-day-in-a-month-on-earnings-cheer-33091831/,0.8658,Positive
Jianpu Technology : Asian ADRs Move Lower in Tuesday Trading,2021-04-27 08:18:03,/quote/stock/JIANPU-TECHNOLOGY-INC-38702343/news/Jianpu-Technology-Asian-ADRs-Move-Lower-in-Tuesday-Trading-33081870/,-0.296,Negative
HDFC Bank : converts three of its training facilities into isolation centres for COVID positive employees,2021-04-27 03:30:00,/quote/stock/HDFC-BANK-LIMITED-105516154/news/HDFC-Bank-converts-three-of-its-training-facilities-into-isolation-centres-for-COVID-positive-empl-33123795/,0.2263,Positive
HDFC Bank : deploys Mobile ATMs across India,2021-04-26 10:41:04,/quote/stock/HDFC-BANK-LIMITED-105516154/news/HDFC-Bank-deploys-Mobile-ATMs-across-India-33071968/,0.0,Neutral
"HDFC Life Insurance Company Limited, Q4 2021 Earnings Call, Apr 26, 2021",2021-04-26 05:00:00,/quote/stock/HDFC-LIFE-INSURANCE-COMPA-46731381/news/Transcript-HDFC-Life-Insurance-Company-Limited-Q4-2021-Earnings-Call-Apr-26-2021-37785550/,-0.2263,Negative
"HDFC Bank : India central bank bans AmEx, Diners Club from issuing new cards for violating data rules",2021-04-23 10:14:43,/quote/stock/HDFC-BANK-LIMITED-105516154/news/HDFC-Bank-India-central-bank-bans-AmEx-Diners-Club-from-issuing-new-cards-for-violating-data-rule-33050194/,-0.5423,Negative
HDFC Bank Appoints Atanu Chakraborty as Part-Time Chairman,2021-04-23 11:24:00,/quote/stock/HDFC-BANK-LIMITED-105516154/news/HDFC-Bank-Appoints-Atanu-Chakraborty-as-Part-Time-Chairman-33428879/,0.0,Neutral
Indian shares end higher as investors look beyond record virus surge (April 22),2021-04-23 08:49:12,/news/latest/Indian-shares-end-higher-as-investors-look-beyond-record-virus-surge-April-22-33031513/,0.296,Positive
HDFC Bank : Intimation under Reg 30 of SEBI LODR - RBI approval for chairperson,2021-04-23 03:30:00,/quote/stock/HDFC-BANK-LIMITED-105516154/news/HDFC-Bank-Intimation-under-Reg-30-of-SEBI-LODR-RBI-approval-for-chairperson-33076241/,0.4767,Positive
111 : Asian ADRs Climb in Thursday Trading,2021-04-22 09:21:03,/quote/stock/111-INC-54547962/news/111-Asian-ADRs-Climb-in-Thursday-Trading-33039678/,0.0,Neutral
SENSEX 30 : Indian Stocks Snap Two-Day Losing Streak; ICICI Bank’s Stock Rallies 4%,2021-04-22 04:23:03,/quote/index/SENSEX-BSE30-7426/news/SENSEX-30-Indian-Stocks-Snap-Two-Day-Losing-Streak-ICICI-Bank-s-Stock-Rallies-4-33035363/,-0.3818,Negative
Aesthetic Medical International : Asian ADRs Move Up in Wednesday Trading,2021-04-21 09:28:03,/quote/stock/AESTHETIC-MEDICAL-INTERNA-70835196/news/Aesthetic-Medical-International-Asian-ADRs-Move-Up-in-Wednesday-Trading-33027684/,0.0,Neutral
Indiabulls Housing Finance Ltd. Ties Up With HDFC Ltd. For Co-Lending Partnership,2021-04-21 05:24:00,/quote/stock/HDFC-BANK-LIMITED-105516154/news/Indiabulls-Housing-Finance-Ltd-Ties-Up-With-HDFC-Ltd-For-Co-Lending-Partnership-33432204/,0.0,Neutral
Daqo New Energy : Asian ADRs Move Lower in Tuesday Trading,2021-04-20 08:13:02,/quote/stock/DAQO-NEW-ENERGY-CORP-12249683/news/Daqo-New-Energy-Asian-ADRs-Move-Lower-in-Tuesday-Trading-33016008/,-0.0258,Neutral
Puyi : Asian ADRs Move Lower in Monday Trading,2021-04-19 08:44:02,/quote/stock/HIGHEST-56593821/news/Puyi-Asian-ADRs-Move-Lower-in-Monday-Trading-33004936/,-0.296,Negative
India shares plunge as record infections prompt new lockdowns,2021-04-19 04:32:22,/quote/index/SENSEX-BSE30-7426/news/India-shares-plunge-as-record-infections-prompt-new-lockdowns-32999268/,0.296,Positive
HDFC Bank : falls 4% as rising COVID-19 cases weigh,2021-04-19 12:02:33,/quote/stock/HDFC-BANK-LIMITED-105516154/news/HDFC-Bank-falls-4-as-rising-COVID-19-cases-weigh-32999940/,0.0,Neutral
HDFC Bank : Net Profit Rises 18% in March Quarter,2021-04-19 09:51:02,/quote/stock/HDFC-BANK-LIMITED-105516154/news/HDFC-Bank-Net-Profit-Rises-18-in-March-Quarter-32999285/,0.4404,Positive
HDFC Bank : Board Approves Proposal to Raise Up to Nearly $7 Billion Through Debt Securities,2021-04-19 08:27:01,/quote/stock/HDFC-BANK-LIMITED-105516154/news/HDFC-Bank-Board-Approves-Proposal-to-Raise-Up-to-Nearly-7-Billion-Through-Debt-Securities-32999092/,0.34,Positive
"Virtuoso Infotech Private Limited announced that it expects to receive INR 6.00012 million in funding from HDFC Securities Limited, HDFC Bank Limited",2021-04-19 03:30:00,/quote/stock/HDFC-BANK-LIMITED-105516154/news/Virtuoso-Infotech-Private-Limited-announced-that-it-expects-to-receive-INR-6-00012-million-in-fundin-33436409/,0.128,Positive
"HDFC Bank Limited, Q4 2021 Earnings Call, Apr 17, 2021",2021-04-17 05:00:00,/quote/stock/HDFC-BANK-LIMITED-105516154/news/Transcript-HDFC-Bank-Limited-Q4-2021-Earnings-Call-Apr-17-2021-37787390/,-0.2263,Negative
"Hdfc Bank Limited Reports Earnings Results for the Full Year Ended March 31, 2021",2021-04-17 02:32:00,/quote/stock/HDFC-BANK-LIMITED-105516154/news/Hdfc-Bank-Limited-Reports-Earnings-Results-for-the-Full-Year-Ended-March-31-2021-33436788/,-0.2263,Negative
"DBS, Kotak Mahindra, HDFC Bank, Tata Capital, Axis, IDFC First and ICICI Reportedly May Show Interest to Buy the Retail Franchise of Citibank in India",2021-04-17 10:40:00,/quote/stock/HDFC-BANK-LIMITED-105516154/news/DBS-Kotak-Mahindra-HDFC-Bank-Tata-Capital-Axis-IDFC-First-and-ICICI-Reportedly-May-Show-Interes-33436800/,0.4588,Positive
"HDFC Bank : FINANCIAL RESULTS (INDIAN GAAP) FOR THE QUARTER AND YEAR ENDED MARCH 31, 2021",2021-04-17 03:30:00,/quote/stock/HDFC-BANK-LIMITED-105516154/news/HDFC-Bank-FINANCIAL-RESULTS-INDIAN-GAAP-FOR-THE-QUARTER-AND-YEAR-ENDED-MARCH-31-2021-33138383/,0.0,Neutral
HDFC Bank : Intimation under Reg 30 of SEBI LODR - Outcome of Board meeting,2021-04-17 03:30:00,/quote/stock/HDFC-BANK-LIMITED-105516154/news/HDFC-Bank-Intimation-under-Reg-30-of-SEBI-LODR-Outcome-of-Board-meeting-33023146/,0.0,Neutral
HDFC Bank : Intimation under Reg 33 of SEBI LODR - Financial Results,2021-04-17 03:30:00,/quote/stock/HDFC-BANK-LIMITED-105516154/news/HDFC-Bank-Intimation-under-Reg-33-of-SEBI-LODR-Financial-Results-33023124/,0.0,Neutral
"HDFC Bank : Financial Results for Quarter and Year ended March 31, 2021",2021-04-17 03:30:00,/quote/stock/HDFC-BANK-LIMITED-105516154/news/HDFC-Bank-Financial-Results-for-Quarter-and-Year-ended-March-31-2021-33008068/,0.0,Neutral
"HDFC Bank : Key Parameters_Financial Results for Quarter ended March 31, 2021",2021-04-17 03:30:00,/quote/stock/HDFC-BANK-LIMITED-105516154/news/HDFC-Bank-Key-ParametersFinancial-Results-for-Quarter-ended-March-31-2021-33008067/,0.0,Neutral
"HDFC Bank : Domestic Retail advances as of March 31, 2021",2021-04-17 03:30:00,/quote/stock/HDFC-BANK-LIMITED-105516154/news/HDFC-Bank-Domestic-Retail-advances-as-of-March-31-2021-33008065/,0.0,Neutral
HDFC Bank : Indian shares end choppy session higher after positive vaccine news,2021-04-15 04:16:27,/quote/stock/HDFC-BANK-LIMITED-105516154/news/HDFC-Bank-Indian-shares-end-choppy-session-higher-after-positive-vaccine-news-32971870/,0.7003,Positive
HDFC Bank : Plans to Raise Up to Nearly 7 Billion Via Bond Offerings,2021-04-15 09:06:02,/quote/stock/HDFC-BANK-LIMITED-105516154/news/HDFC-Bank-Plans-to-Raise-Up-to-Nearly-7-Billion-Via-Bond-Offerings-32971771/,0.0,Neutral
HDFC Bank : Intimation under Reg 30 of SEBI LODR - Earnings call,2021-04-15 03:30:00,/quote/stock/HDFC-BANK-LIMITED-105516154/news/HDFC-Bank-Intimation-under-Reg-30-of-SEBI-LODR-Earnings-call-33023192/,0.0,Neutral
UP Fintech : Asian ADRs Move Higher in Wednesday Trading,2021-04-14 08:24:03,/quote/stock/UP-FINTECH-HOLDING-LIMITE-56112600/news/UP-Fintech-Asian-ADRs-Move-Higher-in-Wednesday-Trading-32967718/,0.0,Neutral
HDFC Bank : Disclosure pursuant to Regs. 29 & 50 of SEBI LODR,2021-04-14 03:30:00,/quote/stock/HDFC-BANK-LIMITED-105516154/news/HDFC-Bank-Disclosure-pursuant-to-Regs-29-50-of-SEBI-LODR-33023232/,0.0,Neutral
Zai Lab : Asian ADRs Move Higher in Tuesday Trading,2021-04-13 08:22:02,/quote/stock/ZAI-LAB-LIMITED-37797983/news/Zai-Lab-Asian-ADRs-Move-Higher-in-Tuesday-Trading-32956476/,0.0,Neutral
S&P/TSX Composite index : US Equity Futures Modestly Lower,2021-04-12 05:57:02,/quote/index/TSX-COMPOSITE-7454/news/S-P-TSX-Composite-index-US-Equity-Futures-Modestly-Lower-32943435/,-0.296,Negative
"Indian shares, rupee slide as lockdown fears loom after COVID-19 surge",2021-04-12 04:38:30,/quote/index/SENSEX-BSE30-7426/news/Indian-shares-rupee-slide-as-lockdown-fears-loom-after-COVID-19-surge-32939431/,-0.3612,Negative
Sohu com : Asian ADRs Move Lower in Friday Trading,2021-04-09 08:21:02,/quote/stock/SOHU-COM-LIMITED-43581482/news/Sohu-com-Asian-ADRs-Move-Lower-in-Friday-Trading-32926197/,-0.296,Negative
HDFC Bank : gives SmartUp Grants to 21 social sector start-ups,2021-04-08 08:12:04,/quote/stock/HDFC-BANK-LIMITED-105516154/news/HDFC-Bank-gives-SmartUp-Grants-to-21-social-sector-start-ups-32916785/,0.2263,Positive
Pintec Technology : Asian ADRs Move Lower in Wednesday Trading,2021-04-07 08:13:02,/quote/stock/PINTEC-TECHNOLOGY-HOLDING-46790838/news/Pintec-Technology-Asian-ADRs-Move-Lower-in-Wednesday-Trading-32906146/,-0.296,Negative
Indian shares rise 1% after central bank keeps rates steady,2021-04-07 04:06:29,/quote/index/SENSEX-BSE30-7426/news/Indian-shares-rise-1-after-central-bank-keeps-rates-steady-32900053/,0.296,Positive
ICICI Bank : Indian shares rise 1% after central bank keeps rates steady,2021-04-07 04:05:17,/quote/stock/ICICI-BANK-LIMITED-23672738/news/ICICI-Bank-Indian-shares-rise-1-after-central-bank-keeps-rates-steady-32903022/,0.296,Positive
Expert views: RBI holds rates at record lows amid concerns over rising COVID-19 cases,2021-04-07 12:04:14,/news/latest/Expert-views-RBI-holds-rates-at-record-lows-amid-concerns-over-rising-COVID-19-cases-32900407/,-0.2023,Negative
GSX Techedu : Asian ADRs Move Lower in Tuesday Trading,2021-04-06 08:19:02,/quote/stock/GAOTU-TECHEDU-INC-59126471/news/GSX-Techedu-Asian-ADRs-Move-Lower-in-Tuesday-Trading-32896023/,-0.296,Negative
HDFC Bank : Deposits Rise 16% at End of March,2021-04-06 11:29:02,/quote/stock/HDFC-BANK-LIMITED-105516154/news/HDFC-Bank-Deposits-Rise-16-at-End-of-March-32890359/,0.0,Neutral
LG Display : Asian ADRs Nudge Lower in Monday Trading,2021-04-05 08:13:03,/quote/stock/LG-DISPLAY-CO-LTD-6497194/news/LG-Display-Asian-ADRs-Nudge-Lower-in-Monday-Trading-32886769/,-0.296,Negative
Indian shares tumble as virus worries return; financials slide,2021-04-05 04:33:18,/quote/index/SENSEX-BSE30-7426/news/Indian-shares-tumble-as-virus-worries-return-financials-slide-32884446/,-0.1531,Negative
SENSEX 30 : Indian Stocks Rebound on Thursday; IndusInd Bank Soars Over 4%,2021-04-01 05:47:05,/quote/index/SENSEX-BSE30-7426/news/SENSEX-30-Indian-Stocks-Rebound-on-Thursday-IndusInd-Bank-Soars-Over-4-32860581/,0.0,Neutral
UP Fintech : Asian ADRs Move Higher in Wednesday Trading,2021-03-31 08:02:03,/quote/stock/UP-FINTECH-HOLDING-LIMITE-56112600/news/UP-Fintech-Asian-ADRs-Move-Higher-in-Wednesday-Trading-32852020/,0.0,Neutral
SENSEX 30 : Indian Stocks Witness Volatile Trading on Wednesday; HDFC Plunges 4%,2021-03-31 04:21:01,/quote/index/SENSEX-BSE30-7426/news/SENSEX-30-Indian-Stocks-Witness-Volatile-Trading-on-Wednesday-HDFC-Plunges-4-32848608/,0.0,Neutral
"Indian shares fall 1% as HDFC Bank, rising bond yields weigh",2021-03-31 04:20:04,/quote/index/SENSEX-BSE30-7426/news/Indian-shares-fall-1-as-HDFC-Bank-rising-bond-yields-weigh-32844792/,0.296,Positive
"HDFC Bank : Indian shares fall 1% as HDFC Bank, rising bond yields weigh",2021-03-31 04:19:08,/quote/stock/HDFC-BANK-LIMITED-105516154/news/HDFC-Bank-Indian-shares-fall-1-as-HDFC-Bank-rising-bond-yields-weigh-32848605/,0.296,Positive
"Housing Development Finance : Indian shares weighed by financials, rising U.S. bond yields",2021-03-31 10:59:34,/quote/stock/HOUSING-DEVELOPMENT-FINAN-46728573/news/Housing-Development-Finance-Indian-shares-weighed-by-financials-rising-U-S-bond-yields-32845145/,0.296,Positive
Equitas Small Finance Bank Announces Executive Appointments,2021-03-30 09:03:00,/quote/stock/EQUITAS-SMALL-FINANCE-BAN-119075517/news/Equitas-Small-Finance-Bank-Announces-Executive-Appointments-33457051/,0.0,Neutral
HDFC Bank Limited Appoints Sunita Maheshwari as Additional Independent Director,2021-03-30 08:41:00,/quote/stock/HDFC-BANK-LIMITED-105516154/news/HDFC-Bank-Limited-Appoints-Sunita-Maheshwari-as-Additional-Independent-Director-33457083/,-0.2263,Negative
Jiayin : Asian ADRs Move Higher in Tuesday Trading,2021-03-30 08:23:01,/quote/stock/JIAYIN-GROUP-INC-58195448/news/Jiayin-Asian-ADRs-Move-Higher-in-Tuesday-Trading-32840090/,0.0,Neutral
SENSEX 30 : Indian Stocks Extend Gains on Tuesday Amid Strong Global Cues; United Phosphorus Soars 8%,2021-03-30 04:19:03,/quote/index/SENSEX-BSE30-7426/news/SENSEX-30-Indian-Stocks-Extend-Gains-on-Tuesday-Amid-Strong-Global-Cues-United-Phosphorus-Soars-8-32836408/,0.8481,Positive
HDFC Bank : named India’s Best SME Bank by Asiamoney,2021-03-25 04:30:00,/quote/stock/HDFC-BANK-LIMITED-105516154/news/HDFC-Bank-named-India-s-Best-SME-Bank-by-Asiamoney-32974395/,0.6369,Positive
China New Borun : Asian ADRs Move Lower in Tuesday Trading,2021-03-23 08:13:03,/quote/stock/CHINA-NEW-BORUN-CORPORATI-120793063/news/China-New-Borun-Asian-ADRs-Move-Lower-in-Tuesday-Trading-32765161/,-0.296,Negative
"HDFC Bank : Parivartan launches Future Skills Initiative for youth in Pune, Maharashtra",2021-03-22 08:11:02,/quote/stock/HDFC-BANK-LIMITED-105516154/news/HDFC-Bank-Parivartan-launches-Future-Skills-Initiative-for-youth-in-Pune-Maharashtra-32755192/,0.0,Neutral
"HDFC Bank : “Mooh Band Rakho” campaign conducts 1,000 workshops",2021-03-22 02:11:11,/quote/stock/HDFC-BANK-LIMITED-105516154/news/HDFC-Bank-Mooh-Band-Rakho-campaign-conducts-1-000-workshops-32751162/,0.0,Neutral
