Text,Date,label
Gold rates in India have inched closer to one-month lows,13-09-2022,Neutral
"An aggressive 50-bps increase in the repo rate would take the policy rate to 5.9%, the highest in more than three years. It will also be the third consecutive rate hike of 50 bps in the current tightening cycle, beginning with a 40-bps surprise increase in May",13-09-2022,Positive
BENGALURU Goldman Sachs downgraded top Indian information technology service providers Tata Consulta,14-09-2022,Neutral
"Due to the South Korean government's request for his arrest, Do Kwon, the founder of Terraform Labs, is in grave danger.",14-09-2022,Negative
Punekarnews.in is the first and only English language hyper-local news portal of Pune and Pimpri Chinchwad. It was launched in July 2015.,14-09-2022,Neutral
"Tata Steel's committee of directors decided has approved raising ₹2,000 crore through allotment of non-convertible debentures",14-09-2022,Neutral
"Nifty50: 18,003 ▼ 66 (-0.3%) Sensex: 60,346 ▼ 224 (-0.3%) Hey there, people! We’ve all wished to be child prodigies of some sort at some point in our lives. But to stand apart from the rest takes something special. One such individual is a 5-year-old football whiz from Bangalore. In a video that has gone…",14-09-2022,Neutral
"The FY21 Byju's revenue figure of Rs 2,428 cr is similar to the revenue figure of Rs 2,434 cr in the previous year, though the difference is that the bottom line in 2019-20 showed a profit of Rs 51 cr",14-09-2022,Neutral
The company will pay a final dividend of ₹3 per equity share for fiscal FY22. The dividend date is expected to be paid before October 22.,14-09-2022,Neutral
"Maruti Suzuki Grand Vitara gathers 53,000 bookings; prices likely to be announced soon",14-09-2022,Neutral
The government will soon seek expression of interest for stake sale in IDBI Bank.,14-09-2022,Neutral
"Conglomerates such as Adani Group and billionaire Mukesh Ambani’s Reliance Industries are trying to grab a share of India’s food production industry which is pegged at $400 billion, according to the UN’s Food and Agriculture Organization",14-09-2022,Neutral
"The Mahindra Scorpio N Z6 and Z8 variants have the highest waiting period of around 2 years, revealed the company.",15-09-2022,Positive
Did Adobe buy Figma? Adobe bought Figma for $20 billion and designers posted relentless memes about the deal on Twitter. CEO Dylan Field thinks it’s the best move for Figma users.,15-09-2022,Positive
"The carmaker's production, Ignis, sold as many as 5,476 units last month, up from 2,053 during the same period last year.",15-09-2022,Positive
"A mere increase in rates to about 4.5% would lead to a nearly 20% plunge in equity prices, the billionaire founder of Bridgewater Associates LP wrote in a LinkedIn article",15-09-2022,Negative
The BYD Atto 3 for India was recently teased on social media. Set to become the second offering from the brand in the country.,15-09-2022,Neutral
"So far in CY22, the stock has risen by 24%, handsomely beating sector index Nifty Bank and key benchmark index Nifty50.",15-09-2022,Positive
Eldeco Housing & Industries Ltd. is a small-cap company with a market capitalization of Rs. 650.80 crore that is involved in the consumer discretionary goods & services (CDGS) sector,15-09-2022,Neutral
"Under the new rules, the vehicle sale will be executed through a dealer, and there will be no link between the original owner and the new buyer. The dealer will be responsible for updating the new owner’s details in the state transport office.",15-09-2022,Neutral
Read below to learn more about brands' sales performance and their respective models in August 2022,15-09-2022,Neutral
"In the current context, crypto traders believe Ethereum (ETH) has potentially hit the local bottom for near term in this cycle already.",16-09-2022,Positive
This assumes significance given the representation by Indian Banks Association (IBA) to the government seeking intervention of the antitrust panel to address chip shortage that is hitting issuance of credit and debit cards.,16-09-2022,Neutral
"The industrial company Bharat Electronics Ltd. is a large cap with a market worth of Rs. 81,284.74 crore",16-09-2022,Neutral
The Maharashtra government cancelled the license of Johnson & Johnson baby powder in the state after it was found that the pH value is above the mandated limit.,16-09-2022,Negative
"The Royal Enfield Hunter 350 was launched in August 7 and in just a matter of one month, the motorcycle has recorded amazing sales figures.",16-09-2022,Positive
"The gap between Mukesh Ambani and Adani has widened by 40 per cent. Ambani, with $91 billion net worth, is ranked eighth in the world",16-09-2022,Positive
"""We have issued a show cause notice to the company asking them to explain why their license shouldn't be canceled,"" Maharashtra FDA sources told CNBC-TV18.",16-09-2022,Neutral
"With more than 3.9 million sqft Grade A space leased during January–June, Hyderabad had more than 52 per cent of the total grade A space in the country.",16-09-2022,Neutral
"Forbes has released its real-time Billionaires list, showcasing 10 of the richest people in the world. Here is the latest update to the list.",16-09-2022,Neutral
"In its first-ever framework, the Biden admin details how crypto regulation in the U.S. should work.",16-09-2022,Neutral
"With a market valuation of Rs. 463.86 crore, Sarla Performance Fibers Ltd. is a small-cap firm that operates in the consumer discretionary goods & services (CDGS) sector",17-09-2022,Neutral
"With a market worth of ₹19,714.58 crore, Kajaria Ceramics Ltd. is a mid-cap company that operates in the consumer discretionary goods and services (CDGS) industry",17-09-2022,Neutral
"With a market valuation of ₹505.72 crore, Mafatlal Industries Ltd. is a small-cap company that operates in the consumer discretionary goods and services (CDGS) industry",17-09-2022,Neutral
"With a market capitalization of ₹926.39 crore, Ritesh Properties & Industries Ltd. is a small-cap company that engages in the real estate industry",17-09-2022,Neutral
Centre wants more benign pace; RBI needs to explain inflation target breach,17-09-2022,Neutral
"Reportedly, the automaker has developed the product at its Jaipur based R&D centre, the Centre of Innovation and Technology and it will utilise its Chittor based manufacturing unit to roll out the product.",17-09-2022,Neutral
"The Senior Citizen Savings Scheme (SCSS), which offers an interest rate of 7.4% per year—significantly higher than the retail inflation rate of 7% and even higher than the interest rates of bank fixed deposits from institutions like SBI",17-09-2022,Neutral
Tata Motors has added two new variants to its already popular SUV model Tata Harrier in India. The new models are XMS and XMAS variants.,17-09-2022,Neutral
"South Korean prosectors have now ""raised the prospect"" that the Terra executive is trying to is ""evade redress.""",17-09-2022,Neutral
Inox Green Energy Services is planning to come out with an Initial Public Offering(IPO) by October to fund its expansion plans and raise ₹740 crores,18-09-2022,Neutral
Many expect the RBI to lower the GDP growth estimate to 7%,18-09-2022,Negative
Share of clerical jobs in banking system has fallen from over 50% in early ’90s to 22% as of FY21,18-09-2022,Negative
"Here’s how Prashant Kumar and Rakesh Sharma, two ex-SBI executives, turned around Yes Bank and IDBI Bank.",18-09-2022,Neutral
"Gujarat Containers Ltd., an industrial firm with a market valuation of Rs. 114.89 crore, is a small-cap corporation",18-09-2022,Neutral
"REL is committed to fully subscribe to its share as a promoter and as a principal shareholder. Equity of ₹567 crore had already been raised from Kedara Capital in 2020, which included primary infusion in Care Health Business, which has been growing at the rate of 40% per annum, Rashmi Saluja said",18-09-2022,Neutral
"When Covid-19 hit India in 2020, a Bengaluru-based home-appliance maker had to get out of his comfort zone. After selling his ware solely in stores for 40 years, he signed up with e-commerce goliath Flipkart hoping to cash in on the pandemic-induced online shopping boom in the world's second-most populous nation. Fast forward to 2022, he spends most of his time figuring out",18-09-2022,Neutral
"A large-cap company with a market valuation of Rs. 45,020.76 crore, Container Corporation of India Ltd.",18-09-2022,Neutral
"Increased income from TCS to help Tata Sons bankroll group’s capital expenditure plans.TCS returned ₹38,010 cr to shareholders in dividend and share buyback in the year ended 31 March 2022",18-09-2022,Positive
"Online embargo till midnight (12 am) - tnx. StemOne, the allogeneic single-injection product by Stempeutics, will be marketed in India by Alkem Laboratories",18-09-2022,Neutral
A churn in senior leadership also impacts Wipro’s ability to consolidate business from acquisitions,19-09-2022,Negative
A depositor can choose FDs at Axis Bank on minimum tenure from 7 days to a maximum of 10 years. The rates are revised also on bulk FDs from ₹2 crore to ₹100 crore and above.,19-09-2022,Neutral
Read below to learn more about the top five bestselling cars in August 2022,19-09-2022,Positive
"Do you own an ICICI credit card and have received such a message? It is meant for cardholders who use their credit cards to pay house rent through platforms like Cred, RedGiraffe, Mygate, Paytm and Magicbricks, among others",19-09-2022,Neutral
"Without disclosing the reason, Sebi said in a public disclosure on its website that the ‘issuance of observations (has been) kept in abeyance’ with regard to the IPO of Go Digit",19-09-2022,Neutral
The product is aimed at overcoming the challenges faced by farmers in getting the KCC,19-09-2022,Positive
"A division bench of the high court admitted the petition filed by Yes Bank, which is the largest shareholder in Dish TV, owning 24.78%. The court will hear the petition on Tuesday on whether Dish TV should conduct an EGM",19-09-2022,Neutral
"Wall Street opened lower, with the Dow dropping 0.35%. Five of the 11 S&P 500 sectors were down in early trading",19-09-2022,Negative
"Maruti Suzuki Grand Vitara and Toyota Urban Cruiser Hyryder are a result of the Toyota-Suzuki alliance, but are they one and the same thing, lets find out",19-09-2022,Neutral
"The company allotted 1,000 Rated, Listed, Secured, Redeemable, Principal Protected Market Linked Non-Convertible Debentures (“MLD”). The debentures have a face value of ₹10 lakh each.",19-09-2022,Neutral
"Nifty50: 17,816 ▲ 194 (+1.1%) Sensex: 59,719 ▲ 578 (+0.9%) Howdy, folks! With markets rising in the last couple of days, bears seem to have taken some time off. Just like this huge bear that strolled into a supermarket in the US and walked out with candies! Benchmark indices closed higher for the second straight…",20-09-2022,Positive
"As part of the plan, being discussed at multiple levels within the group, the consolidation process is likely to start with the merger of AirAsia India into Air India Express, to be completed over the next 12 months.",20-09-2022,Neutral
Reliance Retail is acquiring the India franchisee business of Sephora from Arvind Fashions, according to three people familiar with the development.,Neutral
Reliance Retail has already informed various mal,20-09-2022,Neutral
"Former RBI Deputy Governor R Gandhi is named as Yes Bank's non-executive chairman when Yes Bank approved the sale of Rs 48,000 crore in impaired loans to JC Flowers ARC",20-09-2022,Neutral
"Give competitors JSW Steel, Tata Steel, AMNS run for their money",20-09-2022,Neutral
The airline said it is a temporary measure to rationalize expenses and optimize fleet.Around 70-80 pilots from the Boeing 737 fleet and the Bombardier Q400 fleet have been put on leave without pay for a period of three months,20-09-2022,Neutral
"Currently, UPI is linked through debit cards and bank accounts. Now, one can link their Rupay credit cards, too",20-09-2022,Neutral
"Traditionally, financial planners assume a 4% rate of withdrawal is sustainable.",20-09-2022,Neutral
The pilots who have been forced to go on leave without pay are from the airline's Boeing and Bombardier fleet.,20-09-2022,Neutral
"Yes Bank board has also approved the purchase of 19.99% stake in JC Flowers, subject to regulatory approvals",20-09-2022,Neutral
"Although market sentiment still stays volatile due to macroeconomic conditions, however, the scenario brings a good opportunity for long-term returns in Indian equities.",21-09-2022,Positive
"The youngest in the list is Kaivalya Vohra, the 19-year-old co-founder of instant grocery app Zepto",21-09-2022,Neutral
"Edtech startup Adda247 is in its final leg to raise $35-40 million in a new round from new and existing investors, according to three sources",21-09-2022,Neutral
The Adani group holds 63.15 per cent in Ambuja Cements and 56.69 per cent in ACC (of which 50.05 per cent is held through Ambuja Cements),21-09-2022,Neutral
"Aditya Vision Ltd is a small cap company having a market cap of ₹1,681.52 Crore operating in the consumer discretionary goods & services (CDGS) sector.",21-09-2022,Neutral
"Speaking at a news conference after the Federal Reserve raised its key interest rate, Fed Chair Jerome Powell said officials were ‘strongly committed’ to curbing inflation.'We're committed to getting inflation back down to 2%,' the Fed Chair said",21-09-2022,Neutral
‘The modifications will strengthen the semi-conductor scheme and raise capacities within the country’,21-09-2022,Positive
"Under the latest revision, the bank is offering between 3.25% to 7.25% interest rates with a premature withdrawal facility, however, the interest rate is higher without a premature withdrawal payment option.",21-09-2022,Neutral
"The Supreme Court has held that merely because a person was in possession of unpublished price sensitive information at the time go trading in securities, it cannot be held that the transaction...",21-09-2022,Neutral
The cumulative severance for each employee will range from a minimum amount of ₹34.5 lakh and a maximum cap of ₹86.5 lakh,21-09-2022,Neutral
"The Supreme Court bench comprising of Chief Justice U. U. Lalit, Justice Indira Banerjee and Justice K. M. Joseph today sentenced Malvinder Singh and Shivinder Singh, former promoters of Ranbaxy, to 6...",22-09-2022,Neutral
"The share price of Infosys falls around 11% in the last 1 month, and fell by 3.38% in the last 5 days. On September 22, its share closed at Rs. 1,368 a piece, falling by 0.67% intra day. After the US Federal Reserve raised the interest rate by 75 bps, the stock markets went under pressure globally. The trend majorly dragged down the IT stocks, reflecting the same course in India.",22-09-2022,Negative
Small-cap firm Yug Decor Ltd operates in the chemical industry and has a market worth of ₹38.78 Cr.,22-09-2022,Neutral
"Once approved, the promoters’ holding company, Vedanta Resources, will receive 70% of the dividend",22-09-2022,Neutral
"For telecom service providers, the C-Band presents a sweet spot for rolling out 5G services, ensuring coverage as well as high bandwidth, resulting in faster internet speeds. For aircraft operations, the use of altimeters in this band ensures highly precise measurements of the plane’s altitude.",22-09-2022,Positive
"With a market capitalization of Rs. 46.11 crore, Perfectpac Ltd. is a small-cap company that operates in the commodity industry",22-09-2022,Neutral
"A tea stall in Bengaluru is making headlines for accepting Bitcoin as payment from customers.  22-year-old Shubham Saini, owner of the tea stall named 'The Frustrated Drop Out', said that he started accepting Bitcoin as a mode of payment after some customers offered to make the payment in the cryptocurrency, as per a report in Indian Express.",22-09-2022,Neutral
Senior Technical Analyst Jim Wyckoff prepares investors with an overview of how the markets opened and closed. What moved metal prices? How do the technicals look? By looking at important developments,22-09-2022,Neutral
The Reserve Bank of India (RBI) on Thursday directed Mahindra & Mahindra Financial Services Ltd. (MM,22-09-2022,Neutral
"Nifty50: 17,629 ▼ 88 (-0.5%) Sensex: 59,119 ▼ 337 (-0.5%) Hello, people! The markets dampened investors’ spirits today, so it’s probably a good time to take a break and recharge your energies. Just like this Bengaluru-based start-up which announced a 11-day break for its employees. No such luck at your workplace? Maybe you can just…",22-09-2022,Neutral
"Blue chip funds invest in the equity securities of large-cap firms. The top 100 companies by market cap are where large-cap corporations are determined, according to SEBI.",23-09-2022,Neutral
US stocks fell sharply in Friday trading as investors continued to worry about even more rate hikes from the Federal Reserve that could land the US economy in a recession.,23-09-2022,Negative
"The rupee hit a new record low of 81.22 to a dollar because of a rising dollar index and higher bond yields before ending the day at 80.99, a new closing low.",23-09-2022,Negative
"Roubini, who has warned through bull and bear markets that global debt levels will drag down stocks, said that achieving a 2% inflation rate without a hard landing is going to be ""mission impossible""",23-09-2022,Negative
"Good morning! Here are the top stories to start your day. For more updates on F&O, click here. ⭐ Hero MotoCorp hikes two-wheeler prices Two-wheeler major, Hero MotoCorp has raised prices of its motorcycles and scooters with immediate effect. The price revision will be up to ₹1,000 and the exact quantum of increase will vary by model…",23-09-2022,Neutral
"A large-cap company with a market valuation of ₹53,374.60 crore, Samvardhana Motherson International Ltd operates in the consumer discretionary goods and services (CDGS) industry",23-09-2022,Neutral
"With a market valuation of ₹223.87 Cr, Sunedison Infrastructure Ltd. is a local firm that belongs to the industrial sector",23-09-2022,Neutral
"With this partnership, the HDFC ERGO aims to provide un-complicated financial planning for customer by offering the term life insurance with a minimum sum assured of ₹50,000.",23-09-2022,Neutral
Charles Hoskinson says many projects are preparing to launch on the Cardano (ADA) blockchain after its Vasil hard fork upgrade.,23-09-2022,Neutral
"Tata Consultancy Services (TCS) has urged its staff to spend at least three days per week in the office, ending the complete work-from-home model that had been adopted due to the pandemic.",23-09-2022,Neutral
"We zoom in on the prospects of Tata Consultancy Services, as also that of two other stocks — IRCTC and CEAT Ltd",24-09-2022,Neutral
Small-cap company Anshuni Commercials operates in the consumer discretionary goods and services (CDGS) sector and has a market worth of ₹0.10 Cr,24-09-2022,Neutral
"Elon Musk, the world's richest man, lost $9.03 billion ( ₹73,373 crore) as his wealth stood at $245 billion ( ₹19.90 lakh crore). On the other hand, billionaire tycoon Gautam Adani lost $3.50 billion ( ₹28,439 crore) and now his wealth stands at $142 billion ( ₹11.53 lakh crore)",24-09-2022,Neutral
Fixed deposits have regained some of the luster they had lost during the Covid era amidst the rising interest rates on bank term deposits brought on by the increase in the repo rate,24-09-2022,Positive
"With a market worth of Rs. 70,167.91 Cr, Marico Ltd. is a large-cap company that operates in the fast-moving consumer goods (FMCG) industry.",24-09-2022,Neutral
"Sreeleathers Jamshedpur offers free smart watch, mobile phone on purchase above Rs 2500 | Business News | The Avenue Mail",24-09-2022,Neutral
"With a market valuation of Rs. 46,411.56 crore, Indian Hotels Company Ltd. is a large-cap company in the consumer discretionary goods and services (CDGS) industry",24-09-2022,Neutral
"The Yamaha Aerox 155 MotoGP edition scooter is finished in an all- black theme with blue and green highlights. There are Monster Energy decals on the front mudguard, side panels, rear panels, visor and front apron. This new Yamaha scooter is identical to the standard version.",24-09-2022,Neutral
"Agritech business from Patna is in discussions to raise its Series E round with a pre-money valuation of $900 million, according to reports Following the",24-09-2022,Neutral
"Binance (BNB), largest centralized cryptocurrency exchange, decided to finally impose tax on LUNC transfers",24-09-2022,Neutral
"""On Day 1 of online festive sales, Samsung sold more than 1.2 million Galaxy devices, creating a new record in India. Samsung Galaxy smartphones were among the most sought-after devices, thanks to never-seen-before offers on Amazon and Flipkart. In value terms, Samsung sold Galaxy devices worth over Rs 1,000 crore in 24 hours,"" Samsung said in a statement.",25-09-2022,Positive
"This will place IDBI Bank in a comfortable fourth position among private lenders, up from its seventh rank",25-09-2022,Positive
"A mid-cap firm with a market valuation of Rs. 7,199.29 billion that operates in the metal industry is Jindal Stainless Ltd",25-09-2022,Neutral
"In April this year, the Zerodha CEO announced a lucrative offer for his employees that would also reflect positively on their health. As per Kamath’s offer, employees whose Body Mass Index (BMI) is less than 25 would get half a month’s salary as a bonus",25-09-2022,Positive
"Solar developers are tapping “project import scheme,” to avoid paying high duties on cells",25-09-2022,Neutral
"A small savings scheme called Kisan Vikas Patra (KVP), which is backed by the government and governed by the Department of Posts under the direction of the Ministry of Communications",25-09-2022,Neutral
"The rupee is depreciating against the dollar, prompting the RBI to intervene in the forex markets to reduce volatility. Mint explains how RBI intervention works:",25-09-2022,Neutral
A weaker rupee should help Indian exporters but a recession in the rich world will hurt them more.,25-09-2022,Negative
"The platform will operate like a marketplace offering multiple brands with items spanning electronics, consumer durables, fashion and lifestyle, beauty, home and kitchen and grocery",25-09-2022,Neutral
"Infosys hired 85,000, Wipro 17,000, TCS 100,000 and HCL 23,000 campus graduates or freshers in the last fiscal.",25-09-2022,Neutral
Terra founder Do Kwon stated that he is making zero efforts to hide from the authorities and even goes for walks and to malls.,26-09-2022,Neutral
"SIA may hold 25% stake in joint venture, and the merger may take about a year to complete.",26-09-2022,Neutral
"VENUE N-Line is the first and only performance-oriented sub-4m compact SUV available in the Indian market. While Hyundai India has become the leading SUV maker in India, only a few people know about the brand’s rich history in motorsports. Hyundai Motorsport is a heavyweight in the World Rally Championship, and its N Power cars bring",26-09-2022,Neutral
Aon expects top performers to get a 1.7X hike when compared with employees who have just met targets,26-09-2022,Positive
"Of the 11 banks that had been placed under the prompt corrective action (PCA) framework of the RBI between 2017 and 2018, Central Bank of India was the last one to exit the restrictions after more than five years. Having recently emerged out of the regulatory curbs, the state-run lender is now aiming for balanced […]",26-09-2022,Neutral
The negative supply shock from the Russia-Ukraine war remains the dominant risk to global growth,26-09-2022,Negative
ICICI Securities has given a 'buy' recommendation on Bandhan Bank with a target price of ₹408 apiece..The bearish tone in Bandhan can be attributed to the overall downside in banking stocks as broader markets crash tracking weak global cues.,26-09-2022,Negative
"The interest rate is highest at 7.25% on FDs with a premature payment facility, while the rate is massive at 7.80% without the premature withdrawal facility. Bandhan Bank's bulk deposit interest rates are inflation-beating.",26-09-2022,Neutral
"Four of the six Adani group stocks have been multi-baggers, delivering returns of 18-46-times over last three years.",26-09-2022,Neutral
"Mumbai, September 26, 2022: Hindustan Construction Company Limited (HCC) has today announced the successful completion of its debt resolution plan, duly supported by 23 banks and financial institutions. The resolution plan has carved-out a significant portion of HCC’s debt along with commensurate assets from its balance sheet. This event results in a long-awaited solution to",26-09-2022,Positive
"LIC has increased its shareholding in BPCL from 7.030 per cent to 9,.047 per cent",27-09-2022,Neutral
The retailer opened its first Reliance Centro store in New Delhi’s Vasant Kunj,27-09-2022,Neutral
"The company proposes to carry out life insurance business in India, subject to grant of certificate of registration by Insurance Regulatory and Development Authority of India",27-09-2022,Neutral
"The ED also froze all of Coda's accounts — a total of Rs 68.53 crore balance — to prevent the company from alienating proceeds of crime collected through unauthorised deductions, the agency stated.",27-09-2022,Neutral
The Samsung Axis Credit Card will offer 10 percent cashback on Samsung products and services that are offered online or offline modes.,27-09-2022,Neutral
"Microsoft CEO Satya Nadella now shares his thoughts on work-from-home culture. Microsoft currently allows a hybrid working culture, wherein 50 per cent of the time employees are allowed to work from home.",27-09-2022,Neutral
"We have got a comprehensive video which showcases the visuals and features of the base-spec Sigma variant of the Grand Vitara, which has been priced at Rs 10.45 lakh.",27-09-2022,Neutral
The bank has invested ₹10 crore through the private placement route and transaction is expected to be completed by Q2FY23,27-09-2022,Neutral
"In an emotional LinkedIn post on Tuesday, BYJU's Co-founder Divya Gokulnath and wife of Byju Raveendran reflected on the techpreneur's struggles on the personal front.",27-09-2022,Negative
Small-cap firm Colorchips New Media Ltd operates in the consumer discretionary sector and has a market valuation of ₹162.87 Cr,27-09-2022,Neutral
RBI may not unveil any big unconventional tools at MPC meeting,28-09-2022,Neutral
Nykaa's board will meet on 3 October to approve the issuance of bonus shares to its existing shareholders,28-09-2022,Neutral
"Swastik Pipe IPO date is September 29. Check Swastik Pipe IPO GMP, review, price band, lot size, form, listing & IPO allotment status.",28-09-2022,Neutral
"Silicon Labs, a wireless technology player, announced its new office at Salarpuria Sattva Knowledge City in Hyderabad.",28-09-2022,Neutral
"Saurabh Mukherjea is the founder and CEO of Marcellus. By exiting GAEL, Marcellus added Vijaya Diagnostic Centre which debuted on the stock market last year.",28-09-2022,Neutral
Hero Xtreme 160R Stealth 2.0 Edition launched at a sticker price of Rs. 1.30 lakh (ex-showroom); The special edition gets enhanced styling and a host of smartphone connectivity features; Mechanical Package remains unchanged.,28-09-2022,Positive
Simplistic theories work because they are easy to understand. The trouble is that just because something is easy to understand doesn’t make it right.,28-09-2022,Negative
"Rules clearly say that service stations or centre should provide customers an estimate document whose upper limit is ₹5,000.",28-09-2022,Neutral
Senior Technical Analyst Jim Wyckoff prepares investors with an overview of how the markets opened and closed. What moved metal prices? How do the technicals look? By looking at important developments,28-09-2022,Neutral
Kitco News' general-interest stories takes a look at what is making headlines in the marketplace and how that is impacting precious metals prices,28-09-2022,Neutral
"Employees' needs and priorities have changed, and they are re-evaluating their careers based on aspects like flexibility, career growth and employee value proposition",29-09-2022,Neutral
"Maruti Suzuki hasn’t stopped yet, as it is planning a slew of product launches in 2023 as well, the details of which are as follows",29-09-2022,Neutral
"“RBI has granted PA license to Cashfree early this month,” said one of the sources requesting anonymity, referring to in-principle approval.",29-09-2022,Neutral
"Nifty50: 16,818 ▼ 40 (-0.2%) Sensex: 56,409 ▼ 188 (-0.3%) Hola, folks! With markets falling relentlessly, investors might want to find reasons to cheer against all odds. Just like the group of women, who played garba in a Mumbai local train despite the rush-hour crowd! Kudos to their festive spirit. Despite a strong opening, markets…",29-09-2022,Negative
A car owner in Bengaluru received a bill of Rs. 22 lakh to repair a Volkswagen Polo hatchback that he originally purchased for Rs. 11 lakh.,29-09-2022,Neutral
"Mint explains why India wants phone-makers to integrate home-grown navigation system NavIC, and what it means for industry:",29-09-2022,Neutral
Vedanta has invited Expression of Interest for an additional 500 MW of renewable energy,29-09-2022,Neutral
Citroen Oli is based on the Ami city car and it will spawn an electric vehicle that will be equipped with a 40 kWh battery pack,29-09-2022,Neutral
"Qatar Airways held a recruitment event in Mumbai, India, and there was a little too much interest, as chaos erupted.",29-09-2022,Neutral
The discussions to explore commercial and economic collaboration in minerals were held under the aegis of the Australia India Business Exchange (AIBX) programme,30-09-2022,Neutral
"RBI’s scale-based NBFC regulation announced in October 2021 has four layers: base layer, middle layer, upper layer and top layer.",30-09-2022,Neutral
"The reserves, which have been dipping as the central bank deploys the kitty to defend the rupee amid global volatility, had declined by over $5.2 bn to $545.54 bn",30-09-2022,Negative
As the nation’s top automakers launch more and more cars with Advanced driver assistance systems (ADAS) Tata Motors – the country’s third largest automaker is also getting ready to offer the same in its highly successful SUV the Harrier. The SUV that made its debut back in 2019 has received numerous colours and editions in,30-09-2022,Positive
"In a sign of slowing demand amid geopolitical turmoil, the wait time for berthing of ships at India’s largest and busiest port in Kandla has slipped from 7-9 days to less than a day, shippers and exporters said",30-09-2022,Negative
"The rate paid for gas produced from old fields, which make up for about two-thirds of all gas produced in the country, was hiked to USD 8.57 per million British thermal units from the current USD 6.1, according to an order from the oil ministry's Petroleum Planning and Analysis Cell (PPAC). | Latest News India",30-09-2022,Positive
Pro Fin Capital Services Ltd is a small cap company in the financial services industry with a market valuation of ₹42.19 crore.,30-09-2022,Neutral
Mahindra XUV300 Sportz to be revealed on 7 October,30-09-2022,Neutral
"Though at initial stages, the ministries are learnt to have held internal consultations for developing a system for projecting price trends and growth forecasts, distinct from the actual data collection and estimates currently done by departments such as the National Statistical Office.",30-09-2022,Neutral
"The GST authority has caught an alleged misappropriation of input tax credit worth ₹824 crore by 16 insurance companies who used their intermediaries to issue fake invoices, a statement issued by the Union finance ministry said on Friday. | Latest News India",30-09-2022,Neutral
Punekarnews.in is the first and only English language hyper-local news portal of Pune and Pimpri Chinchwad. It was launched in July 2015.,01-10-2022,Neutral
Adani Enterprises and Adani Ports & Special Economic Zone Ltd. form more than 15% of Quant Quantamental mutual fund portfolio,01-10-2022,Neutral
A man in Bengaluru was shocked to see a repair bill of Rs. 22 lakhs for his car that costed only Rs. 11 lakhs. | Trending,01-10-2022,Negative
"The structural remedy may avert CCI ordering a probe of the impact of the merger, which may delay approval.",02-10-2022,Negative
"Based on industry feedback, the Union Ministry of Heavy Industries is learnt to be working on a proposal regarding the broader taxation incentive structure and is likely to relay that to the Finance Ministry -- the nodal agency for deciding matters of taxation structure.",02-10-2022,Neutral
"As many as 50 to 70 of 150 WazirX employees were laid off, CoinDesk reported citing sources.",02-10-2022,Neutral
"The most famous meme coin after Dogecoin, Shiba Inu Coin is only the second meme coin, after DOGE, to be among the top 15 cryptocurrencies...",02-10-2022,Neutral
Here we have one such video where a workshop has neatly restored a 1982 model Land Cruiser BJ40 4x4 SUV.,02-10-2022,Neutral
"With a market valuation of ₹93,126.25 crore, Godrej Consumer Products Ltd. is a large-cap company that operates in the FMCG industry",02-10-2022,Neutral
"With a market valuation of ₹128.76 Cr, Modis Navnirman Ltd. is a small-cap company that engages in the real estate industry",02-10-2022,Neutral
"The National Consumer Disputes Redressal Commission (NCDRC) on Thursday directed the Oriental Insurance Company Limited to pay the insurance claim of USD 2,40,000. | Mumbai news",02-10-2022,Neutral
The Biden administration urges Congress to take quick decisions regarding framing a clear cryptocurrency regulatory framework.,03-10-2022,Neutral
"Mumbai: With the hike, the price savings between CNG and petrol is down to 45 per cent now, while that of PNG and LPG is down to just 11 per cent",03-10-2022,Negative
"The promoters of Wind turbine maker Suzlon Energy Ltd on Monday confirmed its participation in the proposed ₹1,200 crore rights issue, following the demise of founder and chairman Tulsi Tanti due to acardiac arrest on 1 October.",03-10-2022,Neutral
"The cost of acquisition was Kenyan Shillings (KES) 13.87 crore ( ₹9.2 crore), the firm said.",03-10-2022,Neutral
"The United Nations is calling on the Fed and other central banks to stop interest rate increases, a UN agency says.",03-10-2022,Neutral
Fuel retailers may not lower pump prices as they work to recover past losses,03-10-2022,Negative
Millennial and GenZ talent especially have expressed their dismay at IT companies enforcing work from office,03-10-2022,Negative
"A UN agency has called on the U.S. federal reserve to ease its increases on interest rates, citing fears of a global recession.",03-10-2022,Negative
Senior Technical Analyst Jim Wyckoff prepares investors with an overview of how the markets opened and closed. What moved metal prices? How do the technicals look? By looking at important developments,03-10-2022,Neutral
Kitco News' general-interest stories takes a look at what is making headlines in the marketplace and how that is impacting precious metals prices,03-10-2022,Neutral
"The transaction entails the amalgamation of Zee and Bangla Entertainment Pvt. Ltd, engaged in acquiring rights for motion pictures and other content into Culver Max Entertainment Pvt. Ltd, part of the Sony Group. CCI stated that Culver Max Entertainment has film, sports and kids channels in India and global markets",04-10-2022,Neutral
"Komaki launches its high-speed electric scooter in India; The Venice Eco is priced at Rs. 79,000 (ex-showroom); Comes with unique fire-resistant technology.",04-10-2022,Neutral
HMSI has been able to achieve the feat 11 years after Honda and Hero ended their 26-year partnership in 2011.,04-10-2022,Positive
Tim Cook asserts that it has been a very successful formula for the company.,04-10-2022,Positive
Biggest transformation project took more than three years to implement,04-10-2022,Neutral
Wipro's office will remain open for four days each week,04-10-2022,Neutral
